0.029313725,0.014495798,0.012619048,0.009061625,0.006204482,0.005042017,0.004915966,0.006372549,0.00732493,0.010308123,0.014047619,0.02767507,0.042128852,0.062492997,0.021204482,0.036344538,0.011260504,0.03219888,0.009691877,0.01,0.011106443,0.014005602,0.017296919,0.015238095,0.312605042,0.257044818
0.030056549,0.01277954,0.014129181,0.013920928,0.012915705,0.013164007,0.013556485,0.015831251,0.018338299,0.025755318,0.036548443,0.062091503,0.08666939,0.06835512,0.035214821,0.030669294,0.019215366,0.022691593,0.01553489,0.014585736,0.014577727,0.015562925,0.017160868,0.014505639,0.11297738,0.263192042
0.041822222,0.026388889,0.020177778,0.016333333,0.012833333,0.012133333,0.010822222,0.012533333,0.014133333,0.017088889,0.025788889,0.045411111,0.068188889,0.051455556,0.029266667,0.021288889,0.014922222,0.013033333,0.011622222,0.012422222,0.0133,0.017677778,0.023877778,0.023322222,0.045833333,0.398322222
0.033460864,0.015865615,0.016853977,0.013271162,0.012159254,0.010836123,0.010186514,0.01312769,0.016224295,0.020727722,0.030081301,0.055093257,0.090969233,0.080858441,0.034696318,0.036330304,0.020532441,0.026060099,0.016128647,0.015431213,0.015526861,0.017140921,0.018782879,0.017802487,0.0729077,0.288944684
0.058603914,0.031179744,0.022673497,0.014587403,0.010360078,0.009217558,0.008450964,0.00889323,0.009807246,0.011318321,0.01362916,0.01728891,0.021560461,0.017937567,0.012464527,0.01117827,0.008970626,0.009125419,0.008215089,0.008646298,0.009722478,0.014823278,0.023182103,0.033877566,0.072535289,0.531751004
0.033620883,0.015887319,0.014593746,0.012611335,0.01109349,0.010620915,0.010713027,0.013496412,0.016904556,0.022767686,0.034830354,0.059288094,0.094807286,0.071759259,0.035807542,0.033220396,0.019679931,0.025162598,0.016808439,0.016183679,0.015622998,0.016888536,0.016808439,0.014601756,0.097602685,0.26861864
0.048918519,0.0184,0.020681481,0.020414815,0.019733333,0.019466667,0.019244444,0.021851852,0.024903704,0.0284,0.034162963,0.043896296,0.048592593,0.039911111,0.029111111,0.024962963,0.021348148,0.019437037,0.0188,0.018740741,0.018711111,0.020548148,0.019762963,0.016755556,0.045362963,0.337881481
0.047030692,0.021281046,0.021362377,0.018780674,0.016605629,0.014916251,0.014172646,0.015490222,0.017590906,0.020070364,0.024248494,0.029769761,0.032130707,0.035151602,0.02272178,0.023374758,0.017102915,0.019140857,0.016719494,0.017351558,0.017890671,0.021462299,0.023897606,0.02290071,0.080121115,0.388714865
0.036484365,0.015354671,0.015639017,0.01416923,0.013392285,0.012575292,0.012495194,0.015462803,0.019159298,0.025747309,0.036964949,0.061354607,0.080718153,0.077125785,0.03757369,0.036364219,0.021005543,0.023072056,0.016319845,0.014313405,0.014513649,0.014930155,0.016443996,0.016560137,0.061530821,0.290729527
0.029137372,0.012589388,0.013753681,0.012661999,0.011672976,0.011329948,0.011537768,0.014342087,0.017812431,0.024092102,0.034410492,0.058730445,0.087229333,0.070864131,0.031235603,0.03475352,0.018628688,0.024920878,0.015401218,0.014953028,0.01491547,0.016775835,0.017216513,0.015496364,0.127801815,0.257736915
